stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\HSJ Academics\IBA\Sem 4\OOP\Project\demo\d1_HSJ_PACMAN OOP\x64\Debug\allegro5.cfg r
display  D   display_settings.c:214  debug_display_settings           [   0.04803] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04805] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04808] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04810] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04813] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04816] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04821] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04823] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04826] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04829] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04831] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.04834] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04838] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.04840] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04844] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04852] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04855] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04860] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04867] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04886] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04893] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04903] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04908] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04912] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04915] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04918] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04921] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04924] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04926] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.04929] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04931] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.04934] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04936] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04939] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04941] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04944] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04947] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04949] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04952] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04954] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04958] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04962] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04966] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04969] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04972] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04975] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04977] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.04980] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04982] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.04985] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04987] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04990] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05017] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05021] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05024] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05028] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05031] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05033] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05036] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05038] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05041] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05044] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05046] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05050] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05057] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.05060] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05063] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.05065] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05069] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05079] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05082] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05086] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05088] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05091] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05093] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05096] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05098] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05101] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05103] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05106] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05108] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05111] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1677 d3d_create_display_internals     [   0.05120] Trying format 0.
d3d      I         d3d_disp.cpp:1353 d3d_display_thread_proc          [   0.05160] Chose a display format: 23
d3d      I         d3d_disp.cpp:1422 d3d_display_thread_proc          [   0.05167] Normal window.
d3d      I         d3d_disp.cpp:786  d3d_create_device                [   0.08749] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:848  d3d_create_device                [   0.11708] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:856  d3d_create_device                [   0.11721] Success
d3d      D         d3d_disp.cpp:1703 d3d_create_display_internals     [   0.11729] Resumed after wait.
d3d      I         d3d_disp.cpp:1736 d3d_create_display_internals     [   0.11746] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1767 d3d_create_display_internals     [   0.11752] Returning d3d_display: 0000023BAD02A660
d3d      D         d3d_disp.cpp:1792 d3d_create_display_locked        [   0.11755] al_display=0000023BAD02A660
d3d      D         d3d_disp.cpp:1793 d3d_create_display_locked        [   0.11758] al_display->vt=0000023BAD054DB0
dtor     D               dtor.c:196  _al_register_destructor          [   0.11898] added dtor for timer 0000023BAEBC1000, func 00007FFE7B4C1050
dtor     D               dtor.c:196  _al_register_destructor          [   0.11911] added dtor for queue 0000023BAEC84600, func 00007FFE7B4C1C53
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.11920] opening assets/maps/map.bmp rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.11960] opening assets/maps/map.bmp rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.11978] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.11983] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.11989] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.11992] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.11995] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.11999] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.12002] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.12006] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.12009] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.12013] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.12016] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.12020] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.12024] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.12104] added dtor for bitmap 0000023BAEC9EF80, func 00007FFE7B4C1190
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.12634] opening assets/maps/map23.bmp rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.12663] opening assets/maps/map23.bmp rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.12679] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.12683] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.12685] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.12688] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.12690] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.12692] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.12695] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.12697] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.12701] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.12705] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.12708] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.12714] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.12717] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.12794] added dtor for bitmap 0000023BB366AA20, func 00007FFE7B4C1190
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.13550] opening assets/maps/bolas.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.13594] opening assets/maps/bolas.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13626] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13630] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13633] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13636] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13639] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13641] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13643] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13645] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13649] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.13651] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.13653] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.13656] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.13658] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.13683] added dtor for bitmap 0000023BAEBDDAD0, func 00007FFE7B4C1190
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.13754] opening assets/maps/key.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.13778] opening assets/maps/key.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13797] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13801] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13806] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13808] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13810] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13813] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13815] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13818] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13821] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.13824] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.13826] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.13828] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.13831] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.13847] added dtor for bitmap 0000023BB3672F30, func 00007FFE7B4C1190
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.13874] opening assets/characters/pacman/pacman.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.13902] opening assets/characters/pacman/pacman.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13922] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13930] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13933] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13935] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13938] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13944] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13946] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13948] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13950] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.13953] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.13955] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.13957] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.13959] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.13975] added dtor for bitmap 0000023BAEBDA9A0, func 00007FFE7B4C1190
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.14000] opening assets/characters/pacman/pac_up.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.14025] opening assets/characters/pacman/pac_up.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14050] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14054] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14057] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14062] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14064] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14066] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14069] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14071] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14073] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.14075] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.14077] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.14080] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.14083] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.14104] added dtor for bitmap 0000023BAEBDAD60, func 00007FFE7B4C1190
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.14134] opening assets/characters/pacman/pac_down.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.14157] opening assets/characters/pacman/pac_down.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14181] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14186] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14189] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14192] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14194] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14196] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14198] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14201] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14204] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.14208] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.14211] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.14213] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.14216] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.14237] added dtor for bitmap 0000023BB391A170, func 00007FFE7B4C1190
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.14261] opening assets/characters/pacman/pac_left.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.14284] opening assets/characters/pacman/pac_left.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14303] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14307] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14309] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14311] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14315] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14317] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14320] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14322] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14324] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.14326] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.14328] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.14331] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.14334] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.14350] added dtor for bitmap 0000023BB390EA10, func 00007FFE7B4C1190
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.14374] opening assets/characters/pacman/pac_right.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.14394] opening assets/characters/pacman/pac_right.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14414] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14419] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14424] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14428] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14430] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14432] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14434] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14436] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14438] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.14441] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.14443] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.14445] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.14447] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.14467] added dtor for bitmap 0000023BB391E7E0, func 00007FFE7B4C1190
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.14489] opening assets/characters/pacman/shutup.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.14520] opening assets/characters/pacman/shutup.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14551] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14556] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14560] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14564] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14567] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14570] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14573] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14576] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14581] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.14584] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.14587] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.14590] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.14595] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.14616] added dtor for bitmap 0000023BB39216D0, func 00007FFE7B4C1190
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.14663] opening assets/characters/ghosts/amarelo.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.14694] opening assets/characters/ghosts/amarelo.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14722] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14728] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14732] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14735] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14737] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14739] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14743] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14747] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14749] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.14752] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.14754] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.14757] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.14760] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.14778] added dtor for bitmap 0000023BB3914DA0, func 00007FFE7B4C1190
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.14801] opening assets/characters/ghosts/azul.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.14827] opening assets/characters/ghosts/azul.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14853] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14860] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14862] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14865] Fake format
